YEAR_,COSITE,ROADWAY,DESC_FRM,DESC_TO,AADT,COUNTY
2023,575075,57000039,SR-189/BEAL PKWY,SR-85/EGLIN PKWY,7000,Okaloosa
2019,575076,57040000,CR-285,PALM BLVD,37500,Okaloosa
2020,575076,57040000,CR-285,PALM BLVD,32500,Okaloosa
2021,575076,57040000,CR-285,PALM BLVD,37500,Okaloosa
2022,575076,57040000,CR-285,PALM BLVD,38000,Okaloosa
2023,575076,57040000,CR-285,PALM BLVD,37000,Okaloosa
2019,575077,57090000,SR-20/JOHN SIMS PKWY,PALM BLVD,7600,Okaloosa
2020,575077,57090000,SR-20/JOHN SIMS PKWY,PALM BLVD,6700,Okaloosa
2021,575077,57090000,SR-20/JOHN SIMS PKWY,PALM BLVD,7600,Okaloosa
2022,575077,57090000,SR-20/JOHN SIMS PKWY,PALM BLVD,7900,Okaloosa
2023,575077,57090000,SR-20/JOHN SIMS PKWY,PALM BLVD,8000,Okaloosa
2019,575078,57610011,US-98/SR-30,SR-393,4600,Okaloosa
2020,575078,57610011,US-98/SR-30,SR-393,4300,Okaloosa
2021,575078,57610011,US-98/SR-30,SR-393,4500,Okaloosa
2022,575078,57610011,US-98/SR-30,SR-393,4700,Okaloosa
2023,575078,57610011,US-98/SR-30,SR-393,4400,Okaloosa
2019,575079,57040000,SR-85/FLORIDA PL SE,PERRY AVE SE,14700,Okaloosa
2020,575079,57040000,SR-85/FLORIDA PL SE,PERRY AVE SE,12900,Okaloosa
2021,575079,57040000,SR-85/FLORIDA PL SE,PERRY AVE SE,14000,Okaloosa
2022,575079,57040000,SR-85/FLORIDA PL SE,SR-145/PERRY AVE SE,14200,Okaloosa
2023,575079,57040000,SR-85/FLORIDA PL SE,SR-145/PERRY AVE SE,14900,Okaloosa
2019,575080,57030000,DOOLITTLE BLVD,SR393MARY ESTHER BLV,35500,Okaloosa
2020,575080,57030000,DOOLITTLE BLVD,SR393MARY ESTHER BLV,34000,Okaloosa
2021,575080,57030000,DOOLITTLE BLVD,SR393MARY ESTHER BLV,35000,Okaloosa
2022,575080,57030000,BUSINESS ENT/EXIT,SR393MARY ESTHER BLV,36000,Okaloosa
2023,575080,57030000,BUSINESS ENT/EXIT,SR393MARY ESTHER BLV,33000,Okaloosa
2019,575083,57030000,FLORIDA PL SE,PERRY AVE SE,37000,Okaloosa
2020,575083,57030000,FLORIDA PL SE,PERRY AVE SE,34500,Okaloosa
2021,575083,57030000,FLORIDA PL SE,PERRY AVE SE,36500,Okaloosa
2022,575083,57030000,FLORIDA PL SE,PERRY AVE SE,34500,Okaloosa
2023,575083,57030000,FLORIDA PL SE,PERRY AVE SE,36000,Okaloosa
2019,575084,57000013,SR-85/EGLIN PKWY,SR-188/RACETRACK RD,9300,Okaloosa
2020,575084,57000013,SR-85/EGLIN PKWY,SR-188/RACETRACK RD,8400,Okaloosa
2021,575084,57000013,SR-85/EGLIN PKWY,SR-188/RACETRACK RD,9200,Okaloosa
2022,575084,57000013,SR-85/EGLIN PKWY,SR-188/RACETRACK RD,9900,Okaloosa
2023,575084,57000013,SR-85/EGLIN PKWY,SR-188/RACETRACK RD,8700,Okaloosa
2019,575085,57000006,STILLWELL BLVD,SR-85,450,Okaloosa
2020,575085,57000006,STILLWELL BLVD,SR-85,650,Okaloosa
2021,575085,57000006,STILLWELL BLVD,SR-85,800,Okaloosa
2022,575085,57000006,STILLWELL BLVD,SR-85,850,Okaloosa
2023,575085,57000006,STILLWELL BLVD,SR-85,800,Okaloosa
2019,575086,57610103,SR-188/RACETRACK RD,GARNIERS POST RD,6300,Okaloosa
2020,575086,57610103,SR-188/RACETRACK RD,GARNIERS POST RD,6000,Okaloosa
2021,575086,57610103,SR-188/RACETRACK RD,GARNIERS POST RD,6100,Okaloosa
2022,575086,57610103,SR-188/RACETRACK RD,GARNIERS POST RD,7400,Okaloosa
2023,575086,57610103,SR-188/RACETRACK RD,GARNIERS POST RD,6200,Okaloosa
2019,575087,57000011,MOONEY RD NE,MOONEY RD NE,2050,Okaloosa
2020,575087,57000011,MOONEY RD NE,MOONEY RD NE,2050,Okaloosa
2021,575087,57000011,MOONEY RD NE,MOONEY RD NE,1800,Okaloosa
2022,575087,57000011,MOONEY RD NE,MOONEY RD NE,2250,Okaloosa
2023,575087,57000011,MOONEY RD NE,MOONEY RD NE,2150,Okaloosa
2019,575088,57000012,SKIPPER AVE,SR-188/RACETRACK RD,1000,Okaloosa
2020,575088,57000012,SKIPPER AVE,SR-188/RACETRACK RD,850,Okaloosa
2021,575088,57000012,SKIPPER AVE,SR-188/RACETRACK RD,1100,Okaloosa
2022,575088,57000012,SKIPPER AVE,SR-188/RACETRACK RD,950,Okaloosa
2023,575088,57000012,SKIPPER AVE,SR-188/RACETRACK RD,850,Okaloosa
2019,575090,57130000,SR-188/RACETRACK RD,GREEN ACRES RD,34000,Okaloosa
2020,575090,57130000,SR-188/RACETRACK RD,GREEN ACRES RD,34000,Okaloosa
2021,575090,57130000,SR-188/RACETRACK RD,GREEN ACRES RD,35000,Okaloosa
2022,575090,57130000,SR-188/RACETRACK RD,GREEN ACRES RD,34500,Okaloosa
2023,575090,57130000,SR-188/RACETRACK RD,GREEN ACRES RD,32500,Okaloosa
2019,575091,57003000,SR-189/BEAL PKWY,DENTON BLVD,28500,Okaloosa
2020,575091,57003000,SR-189/BEAL PKWY,DENTON BLVD,26500,Okaloosa
2021,575091,57003000,SR-189/BEAL PKWY,DENTON BLVD,26500,Okaloosa
2022,575091,57003000,SR-189/BEAL PKWY,DENTON BLVD,28500,Okaloosa
2023,575091,57003000,SR-189/BEAL PKWY,DENTON BLVD,27500,Okaloosa
2019,575092,57000018,WRIGHT PKWY NW,ROBINWOOD DR SW,11900,Okaloosa
2020,575092,57000018,WRIGHT PKWY NW,ROBINWOOD DR SW,9700,Okaloosa
2021,575092,57000018,WRIGHT PKWY NW,ROBINWOOD DR SW,10800,Okaloosa
2022,575092,57000018,WRIGHT PKWY NW,ROBINWOOD DR SW,10800,Okaloosa
2023,575092,57000018,WRIGHT PKWY NW,ROBINWOOD DR SW,10000,Okaloosa
2019,575093,57610009,SR-189/BEAL PKWY,LAFITTE CRESCENT,1600,Okaloosa
2020,575093,57610009,SR-189/BEAL PKWY,LAFITTE CRESCENT,1400,Okaloosa
2021,575093,57610009,SR-189/BEAL PKWY,LAFITTE CRESCENT,1600,Okaloosa
2022,575093,57610009,SR-189/BEAL PKWY,LAFITTE CRESCENT,1500,Okaloosa
2023,575093,57610009,SR-189/BEAL PKWY,LAFITTE CRESCENT,1500,Okaloosa
2019,575094,57000116,MIRACLE STRIP,HOLLYWOOD BLVD,16200,Okaloosa
2020,575094,57000116,MIRACLE STRIP,HOLLYWOOD BLVD,14300,Okaloosa
2021,575094,57000116,MIRACLE STRIP,HOLLYWOOD BLVD,18100,Okaloosa
2022,575094,57000116,MIRACLE STRIP,HOLLYWOOD BLVD,17200,Okaloosa
2023,575094,57000116,MIRACLE STRIP,HOLLYWOOD BLVD,16300,Okaloosa
2019,575095,57110000,OAK ST,LEWIS ST,49000,Okaloosa
2020,575095,57110000,OAK ST,LEWIS ST,47500,Okaloosa
2021,575095,57110000,OAK ST,LEWIS ST,50500,Okaloosa
2022,575095,57110000,OAK ST,LEWIS ST,52000,Okaloosa
2023,575095,57110000,OAK ST,LEWIS ST,50000,Okaloosa
2019,575096,57610001,SR-189/BEAL PKWY,SR-85/EGLIN PKWY,13300,Okaloosa
2020,575096,57610001,SR-189/BEAL PKWY,SR-85/EGLIN PKWY,11600,Okaloosa
2021,575096,57610001,SR-189/BEAL PKWY,SR-85/EGLIN PKWY,13000,Okaloosa
2022,575096,57610001,SR-189/BEAL PKWY,SR-85/EGLIN PKWY,12800,Okaloosa
2023,575096,57610001,SR-189/BEAL PKWY,SR-85/EGLIN PKWY,12400,Okaloosa
2019,575097,57000112,HOLLYWOOD BLVD NW,LOVEJOY RD NW,21000,Okaloosa
2020,575097,57000112,HOLLYWOOD BLVD NW,LOVEJOY RD NW,18000,Okaloosa
2021,575097,57000112,HOLLYWOOD BLVD NW,LOVEJOY RD NW,20500,Okaloosa
2022,575097,57000112,HOLLYWOOD BLVD NW,LOVEJOY RD NW,21000,Okaloosa
2023,575097,57000112,HOLLYWOOD BLVD NW,LOVEJOY RD NW,21500,Okaloosa
2019,575098,57110028,WRIGHT PKWY NW,SR-189/BEAL PKWY,32000,Okaloosa
2020,575098,57110028,WRIGHT PKWY NW,SR-189/BEAL PKWY,32000,Okaloosa
2021,575098,57110028,WRIGHT PKWY NW,SR-189/BEAL PKWY,33000,Okaloosa
2022,575098,57110028,WRIGHT PKWY NW,SR-189/BEAL PKWY,36500,Okaloosa
2023,575098,57110028,WRIGHT PKWY NW,SR-189/BEAL PKWY,33500,Okaloosa
2019,575099,57610501,HILL AVE NW,POPLAR AVE,7000,Okaloosa
2020,575099,57610501,HILL AVE NW,POPLAR AVE,5900,Okaloosa
2021,575099,57610501,HILL AVE NW,POPLAR AVE,6800,Okaloosa
2022,575099,57610501,HILL AVE NW,POPLAR AVE,6900,Okaloosa
2023,575099,57610501,HILL AVE NW,POPLAR AVE,6300,Okaloosa
2019,575100,57610501,POPLAR AVE,SR-393,7600,Okaloosa
2020,575100,57610501,POPLAR AVE,SR-393,6100,Okaloosa
2021,575100,57610501,POPLAR AVE,SR-393,7700,Okaloosa
2022,575100,57610501,POPLAR AVE,SR-393,7300,Okaloosa
2023,575100,57610501,POPLAR AVE,SR-393,6800,Okaloosa
2019,575101,57000112,LOVEJOY RD NW,FREEDOM WAY,26000,Okaloosa
2020,575101,57000112,LOVEJOY RD NW,FREEDOM WAY,23000,Okaloosa
2021,575101,57000112,LOVEJOY RD NW,FREEDOM WAY,26000,Okaloosa
2022,575101,57000112,LOVEJOY RD NW,FREEDOM WAY,27000,Okaloosa
2023,575101,57000112,LOVEJOY RD NW,FREEDOM WAY,27000,Okaloosa
2019,575102,57110000,US-98/SR-30,HOLLYWOOD BLVD,16300,Okaloosa
2020,575102,57110000,US-98/SR-30,HOLLYWOOD BLVD,14000,Okaloosa
2021,575102,57110000,US-98/SR-30,HOLLYWOOD BLVD,14100,Okaloosa
2022,575102,57110000,US-98/SR-30,HOLLYWOOD BLVD,14400,Okaloosa
2023,575102,57110000,US-98/SR-30,HOLLYWOOD BLVD,15000,Okaloosa
2019,575104,57030000,SANTA ROSA BLVD,BRACKIN WAYSIDE PARK,52500,Okaloosa
2019,575104,57030000,PERRY AVE SE,SANTA ROSA BLVD,52500,Okaloosa
2020,575104,57030000,SANTA ROSA BLVD,BRACKIN WAYSIDE PARK,46000,Okaloosa
2020,575104,57030000,PERRY AVE SE,SANTA ROSA BLVD,46000,Okaloosa
2021,575104,57030000,PERRY AVE SE,SANTA ROSA BLVD,50500,Okaloosa
2021,575104,57030000,SANTA ROSA BLVD,BRACKIN WAYSIDE PARK,50500,Okaloosa
2022,575104,57030000,PERRY AVE SE,SANTA ROSA BLVD,49500,Okaloosa
2022,575104,57030000,SANTA ROSA BLVD,PARK,49500,Okaloosa
2023,575104,57030000,SANTA ROSA BLVD,PARK,49000,Okaloosa
2023,575104,57030000,PERRY AVE SE,SANTA ROSA BLVD,49000,Okaloosa
2019,575105,57110028,MIRACLE STRIP,HOLLYWOOD BLVD,18300,Okaloosa
2020,575105,57110028,MIRACLE STRIP,HOLLYWOOD BLVD,18900,Okaloosa
2021,575105,57110028,MIRACLE STRIP,HOLLYWOOD BLVD,19900,Okaloosa
2022,575105,57110028,MIRACLE STRIP,HOLLYWOOD BLVD,19500,Okaloosa
2023,575105,57110028,MIRACLE STRIP,HOLLYWOOD BLVD,18100,Okaloosa
2019,575106,57040000,HOLLYWOOD BLVD NE,WALTER MARTIN RD,40500,Okaloosa
2020,575106,57040000,HOLLYWOOD BLVD NE,WALTER MARTIN RD,39000,Okaloosa
2021,575106,57040000,HOLLYWOOD BLVD NE,WALTER MARTIN RD,37500,Okaloosa
2022,575106,57040000,HOLLYWOOD BLVD SE,SHOPPING CTR,40500,Okaloosa
2023,575106,57040000,HOLLYWOOD BLVD SE,SHOPPING CTR,39500,Okaloosa
2019,575108,57040000,MONAHAN DR,4TH AVE,46500,Okaloosa
2020,575108,57040000,MONAHAN DR,4TH AVE,40500,Okaloosa
2021,575108,57040000,MONAHAN DR,4TH AVE,41500,Okaloosa
2022,575108,57040000,MONAHAN DR,4TH AVE,42500,Okaloosa
2023,575108,57040000,MONAHAN DR,4TH AVE,42000,Okaloosa
2019,575109,57610100,MEIGS DR,SR-85/EGLIN PKWY,1500,Okaloosa
2020,575109,57610100,MEIGS DR,SR-85/EGLIN PKWY,1300,Okaloosa
2021,575109,57610100,MEIGS DR,SR-85/EGLIN PKWY,1500,Okaloosa
2022,575109,57610100,MEIGS DR,SR-85/EGLIN PKWY,1500,Okaloosa
2023,575109,57610100,MEIGS DR,SR-85/EGLIN PKWY,1500,Okaloosa
2019,575110,57003000,MOONEY RD,SR-85/EGLIN PKWY,28000,Okaloosa
2020,575110,57003000,MOONEY RD,SR-85/EGLIN PKWY,26500,Okaloosa
2021,575110,57003000,MOONEY RD,SR-85/EGLIN PKWY,26500,Okaloosa
2022,575110,57003000,MOONEY RD,SR-85/EGLIN PKWY,28500,Okaloosa
2023,575110,57003000,MOONEY RD,SR-85/EGLIN PKWY,27500,Okaloosa
2019,575111,57000018,SR-393/MARY ESTHER,WRIGHT PKWY NW,9900,Okaloosa
2020,575111,57000018,SR-393/MARY ESTHER,WRIGHT PKWY NW,9100,Okaloosa
2021,575111,57000018,SR-393/MARY ESTHER,WRIGHT PKWY NW,9300,Okaloosa
2022,575111,57000018,SR-393/MARY ESTHER,WRIGHT PKWY NW,9900,Okaloosa
2023,575111,57000018,SR-393/MARY ESTHER,WRIGHT PKWY NW,9500,Okaloosa
2019,575112,57060000,LONG DR,JONES RD,28500,Okaloosa
2020,575112,57060000,LONG DR,JONES RD,26500,Okaloosa
2021,575112,57060000,LONG DR,JONES RD,27500,Okaloosa
2022,575112,57060000,LONG DR,JONES RD,28500,Okaloosa
2023,575112,57060000,LONG DR,JONES RD,29500,Okaloosa
2019,575113,57110000,LEWIS ST,SR-188/RACETRACK RD,42500,Okaloosa
2020,575113,57110000,LEWIS ST,SR-188/RACETRACK RD,37500,Okaloosa
2021,575113,57110000,LEWIS ST,SR-188/RACETRACK RD,42500,Okaloosa
2022,575113,57110000,LEWIS ST,SR-188/RACETRACK RD,43000,Okaloosa
2023,575113,57110000,LEWIS ST,SR-188/RACETRACK RD,40000,Okaloosa
2019,575114,57000019,FERRY RD NE,SR-85/EGLIN PKWY,7700,Okaloosa
2020,575114,57000019,FERRY RD NE,SR-85/EGLIN PKWY,7300,Okaloosa
2021,575114,57000019,FERRY RD NE,SR-85/EGLIN PKWY,7600,Okaloosa
2022,575114,57000019,FERRY RD NE,SR-85/EGLIN PKWY,7600,Okaloosa
2023,575114,57000019,FERRY RD NE,SR-85/EGLIN PKWY,7800,Okaloosa
2019,575115,57000112,HURLBURT RD,SCHNEIDER DR,22500,Okaloosa
2019,575115,57630000,GREEN ACRES BLVD,SR-189/BEAL PKWY,22500,Okaloosa
2020,575115,57000112,HURLBURT RD,SCHNEIDER DR,22500,Okaloosa
2020,575115,57630000,GREEN ACRES BLVD,SR-189/BEAL PKWY,22500,Okaloosa
2021,575115,57630000,GREEN ACRES BLVD,SR-189/BEAL PKWY,22500,Okaloosa
2021,575115,57000112,HURLBURT RD,SCHNEIDER DR,22500,Okaloosa
2022,575115,57630000,GREEN ACRES BLVD,SR-189/BEAL PKWY,23000,Okaloosa
2022,575115,57000112,HURLBURT RD,SCHNEIDER DR,23000,Okaloosa
2023,575115,57630000,GREEN ACRES BLVD,SR-189/BEAL PKWY,20500,Okaloosa
2023,575115,57000112,HURLBURT RD,SCHNEIDER DR,20500,Okaloosa
2019,575116,57000018,ROBINWOOD DR SW,SR-189/BEAL PKWY,16000,Okaloosa
2020,575116,57000018,ROBINWOOD DR SW,SR-189/BEAL PKWY,13000,Okaloosa
2021,575116,57000018,ROBINWOOD DR SW,SR-189/BEAL PKWY,15500,Okaloosa
2022,575116,57000018,ROBINWOOD DR SW,SR-189/BEAL PKWY,13000,Okaloosa
2023,575116,57000018,ROBINWOOD DR SW,SR-189/BEAL PKWY,12500,Okaloosa
2019,575117,57540101,SR-285,COLLEGE BLVD,4600,Okaloosa
2020,575117,57540101,SR-285,COLLEGE BLVD,3700,Okaloosa
2021,575117,57540101,SR-285,COLLEGE BLVD,3800,Okaloosa
2022,575117,57540101,SR-285,COLLEGE BLVD,3800,Okaloosa
2023,575117,57540101,SR-285,COLLEGE BLVD,3600,Okaloosa
2019,575118,57507000,PALM BLVD,SR-285,6600,Okaloosa
2020,575118,57507000,PALM BLVD,SR-285,5900,Okaloosa
2021,575118,57507000,PALM BLVD,SR-285,6700,Okaloosa
2022,575118,57507000,PALM BLVD,SR-285,7000,Okaloosa
2023,575118,57507000,PALM BLVD,SR-285,9700,Okaloosa
2019,575119,57540101,VALPARAISO BLVD,27TH ST,4800,Okaloosa
2020,575119,57540101,VALPARAISO BLVD,27TH ST,5300,Okaloosa
2021,575119,57540101,VALPARAISO BLVD,27TH ST,5800,Okaloosa
2022,575119,57540101,VALPARAISO BLVD,27TH ST,5200,Okaloosa
2023,575119,57540101,VALPARAISO BLVD,27TH ST,5100,Okaloosa
2019,575120,57540101,27TH ST,SR-20,8600,Okaloosa
2020,575120,57540101,27TH ST,SR-20,7200,Okaloosa
2021,575120,57540101,27TH ST,SR-20,10000,Okaloosa
2022,575120,57540101,27TH ST,SR-20,9200,Okaloosa
2023,575120,57540101,27TH ST,SR-20,8900,Okaloosa
2019,575121,57540101,SR-20,SR-285,8500,Okaloosa
2020,575121,57540101,SR-20,SR-285,8500,Okaloosa
2021,575121,57540101,SR-20,SR-285,8100,Okaloosa
2022,575121,57540101,SR-20,SR-285,10000,Okaloosa
2023,575121,57540101,SR-20,SR-285,8400,Okaloosa
2019,575122,57610103,GARNIERS POST RD,SR-189,4800,Okaloosa
2020,575122,57610103,GARNIERS POST RD,SR-189,4000,Okaloosa
2021,575122,57610103,GARNIERS POST RD,SR-189,4100,Okaloosa
2022,575122,57610103,GARNIERS POST RD,SR-189,4800,Okaloosa
2023,575122,57610103,GARNIERS POST RD,SR-189,4300,Okaloosa
2019,575124,57610013,SR-189/BEAL PKWY,MAYFLOWER AVE,9400,Okaloosa
2020,575124,57610013,SR-189/BEAL PKWY,MAYFLOWER AVE,8100,Okaloosa
2021,575124,57610013,SR-189/BEAL PKWY,MAYFLOWER AVE,8800,Okaloosa
2022,575124,57610013,SR-189/BEAL PKWY,MAYFLOWER AVE,8800,Okaloosa
2023,575124,57610013,SR-189/BEAL PKWY,MAYFLOWER AVE,8300,Okaloosa
2019,575125,57610013,MAYFLOWER AVE,SR-188/RACETRACK RD,3300,Okaloosa
2020,575125,57610013,MAYFLOWER AVE,SR-188/RACETRACK RD,2800,Okaloosa
2021,575125,57610013,MAYFLOWER AVE,SR-188/RACETRACK RD,3600,Okaloosa
2022,575125,57610013,MAYFLOWER AVE,SR-188/RACETRACK RD,3400,Okaloosa
2023,575125,57610013,MAYFLOWER AVE,SR-188/RACETRACK RD,3300,Okaloosa
2019,575126,57003000,DENTON BLVD,MOONEY RD,28000,Okaloosa
2020,575126,57003000,DENTON BLVD,MOONEY RD,27500,Okaloosa
2021,575126,57003000,DENTON BLVD,MOONEY RD,27500,Okaloosa
2022,575126,57003000,DENTON BLVD,MOONEY RD,28000,Okaloosa
2023,575126,57003000,DENTON BLVD,MOONEY RD,27000,Okaloosa
2019,575128,57040001,US-98/SR-30,CHESTNUT AVE SE,23000,Okaloosa
2020,575128,57040001,US-98/SR-30,CHESTNUT AVE SE,24000,Okaloosa
2021,575128,57040001,US-98/SR-30,CHESTNUT AVE SE,23500,Okaloosa
2022,575128,57040001,US-98/SR-30,CHESTNUT AVE SE,24000,Okaloosa
2023,575128,57040001,US-98/SR-30,CHESTNUT AVE SE,21500,Okaloosa
2019,575129,57000110,MILITARY BDRY ENT,US-98/SR-30,15100,Okaloosa
2020,575129,57000110,MILITARY BDRY ENT,US-98/SR-30,12200,Okaloosa
2021,575129,57000110,MILITARY BDRY ENT,US-98/SR-30,15000,Okaloosa
2022,575129,57000110,MILITARY BDRY ENT,US-98/SR-30,14200,Okaloosa
2023,575129,57000110,MILITARY BDRY ENT,US-98/SR-30,16000,Okaloosa
2019,575130,57030000,GULF SHORE DR,,52500,Okaloosa
2020,575130,57030000,GULF SHORE DR,,43000,Okaloosa
2021,575130,57030000,GULF SHORE DR,,53500,Okaloosa
2022,575130,57030000,GULF SHORE DR,,53500,Okaloosa
2023,575130,57030000,GULF SHORE DR,,55000,Okaloosa
2019,575131,57508000,US-98/SR-30,DESTIN AIRPORT,8200,Okaloosa
2020,575131,57508000,US-98/SR-30,DESTIN AIRPORT,8000,Okaloosa
2021,575131,57508000,US-98/SR-30,DESTIN AIRPORT,8800,Okaloosa
2022,575131,57508000,US-98/SR-30,AIRPORT,8800,Okaloosa
2023,575131,57508000,US-98/SR-30,AIRPORT,8200,Okaloosa
2019,575132,57030000,MAIN ST,GULF SHORE DR,51500,Okaloosa
2020,575132,57030000,MAIN ST,GULF SHORE DR,43500,Okaloosa
2021,575132,57030000,MAIN ST,GULF SHORE DR,51000,Okaloosa
2022,575132,57030000,CR-30D/MAIN ST,GULF SHORE DR,49000,Okaloosa
2023,575132,57030000,CR-30D/MAIN ST,GULF SHORE DR,48500,Okaloosa
2019,575133,57600001,US98/SR30/ US HWY 98,KELLY ST,10300,Okaloosa
2020,575133,57600001,US98/SR30/ US HWY 98,KELLY ST,11100,Okaloosa
2021,575133,57600001,US98/SR30/ US HWY 98,KELLY ST,8800,Okaloosa
2022,575133,57600001,US98/SR30/US HWY 98,KELLY ST,8300,Okaloosa
2023,575133,57600001,US98/SR30/US HWY 98,KELLY ST,7300,Okaloosa
2019,575135,57502000,US-98/SR-30,CALHOUN AVE,3900,Okaloosa
2020,575135,57502000,US-98/SR-30,CALHOUN AVE,3800,Okaloosa
2021,575135,57502000,US-98/SR-30,CALHOUN AVE,3300,Okaloosa
2022,575135,57502000,US-98/SR-30,CALHOUN AVE,3200,Okaloosa
